Trimestre,Categoria,Tipo,Evento,DataInicio,DataFim,Cor,Subtipo,Bloco-Contrato
Trim 2,Sísmica,,Geração dos Volumes A e D de Fatti - R0268_3D_ARAM_LSM,2023-04-17 00:00:00,2023-06-13 00:00:00,0000FF,Geração dos Volumes A e D de Fatti - R0268_3D_ARAM_LSM,ARAM-Aram_P6
Trim 2,Sísmica,,Iterdec e PSIMAR das saídas finais do processamento do dado nodes de Búzios,2021-04-06 00:00:00,2022-02-08 00:00:00,0000FF,Iterdec e PSIMAR das saídas finais do processamento do dado nodes de Búzios,BÚZIOS_ECO-BÚZIOS_ECO
Trim 2,Sísmica,,Iterdec e PSIMAR das saídas finais do processamento do dado nodes de Búzios,2021-04-06 00:00:00,2022-02-08 00:00:00,0000FF,Iterdec e PSIMAR das saídas finais do processamento do dado nodes de Búzios,BÚZIOS-CESSÃO ONEROSA
Trim 2,Sísmica,,"PSDM Marlim Leste e Marlim Sul, Filtros, Iterdec e Pseudo-impedancia",2019-04-29 00:00:00,2019-05-30 00:00:00,0000FF,"PSDM Marlim Leste e Marlim Sul, Filtros, Iterdec e Pseudo-impedancia",MARLIM LESTE-MARLIM LESTE
Trim 2,Sísmica,,"PSDM Marlim Leste e Marlim Sul, Filtros, Iterdec e Pseudo-impedancia",2019-04-29 00:00:00,2019-05-30 00:00:00,0000FF,"PSDM Marlim Leste e Marlim Sul, Filtros, Iterdec e Pseudo-impedancia",MARLIM SUL-MARLIM SUL
Trim 2,Sísmica,,R0014_SANTOS_III_ARAM_PSIM,2020-05-12 00:00:00,2020-07-17 00:00:00,0000FF,R0014_SANTOS_III_ARAM_PSIM,ARAM-Aram_P6
Trim 2,Sísmica,,R01.0258_3D_MLL_MLS_2022,2022-05-17 00:00:00,2023-10-11 00:00:00,0000FF,R01.0258_3D_MLL_MLS_2022,MARLIM LESTE-MARLIM LESTE
Trim 2,Sísmica,,R01.0258_3D_MLL_MLS_2022,2022-05-17 00:00:00,2023-10-11 00:00:00,0000FF,R01.0258_3D_MLL_MLS_2022,MARLIM SUL-MARLIM SUL
Trim 2,Sísmica,,R0257_2D_FOZ,2022-05-24 00:00:00,2023-03-02 00:00:00,0000FF,R0257_2D_FOZ,FZA-M-125-FZA-M-125_R11
Trim 2,Sísmica,,R0257_2D_FOZ,2022-05-24 00:00:00,2023-03-02 00:00:00,0000FF,R0257_2D_FOZ,FZA-M-127-FZA-M-127_R11
Trim 2,Sísmica,,R0257_2D_FOZ,2022-05-24 00:00:00,2023-03-02 00:00:00,0000FF,R0257_2D_FOZ,FZA-M-57-FZA-M-57_R11
Trim 2,Sísmica,,R0257_2D_FOZ,2022-05-24 00:00:00,2023-03-02 00:00:00,0000FF,R0257_2D_FOZ,FZA-M-59-FZA-M-59_R11
Trim 2,Sísmica,,R0257_2D_FOZ,2022-05-24 00:00:00,2023-03-02 00:00:00,0000FF,R0257_2D_FOZ,FZA-M-86-FZA-M-86_R11
Trim 2,Sísmica,,R0257_2D_FOZ,2022-05-24 00:00:00,2023-03-02 00:00:00,0000FF,R0257_2D_FOZ,FZA-M-88-FZA-M-88_R11
Trim 2,Sísmica,,R0258_3D_MLL_MLS_2019,2019-04-04 00:00:00,2021-07-07 00:00:00,0000FF,R0258_3D_MLL_MLS_2019,MARLIM LESTE-MARLIM LESTE
Trim 2,Sísmica,,R0258_3D_MLL_MLS_2019,2019-04-04 00:00:00,2021-07-07 00:00:00,0000FF,R0258_3D_MLL_MLS_2019,MARLIM SUL-MARLIM SUL
Trim 2,Sísmica,,R0258_CARCARA_MERGE_BM_S_50_10 - SISMEC ELÁSTICO UIRAPURU,2021-05-06 00:00:00,2021-11-05 00:00:00,0000FF,R0258_CARCARA_MERGE_BM_S_50_10 - SISMEC ELÁSTICO UIRAPURU,1-SPS-98-BM-S-50
Trim 2,Sísmica,,R0258_CARCARA_MERGE_BM_S_50_10 - SISMEC ELÁSTICO UIRAPURU,2021-05-06 00:00:00,2021-11-05 00:00:00,0000FF,R0258_CARCARA_MERGE_BM_S_50_10 - SISMEC ELÁSTICO UIRAPURU,UIRAPURU-Uirapuru_P4
Trim 2,Sísmica,,R0264_Naru_PSDM_FWI,2020-05-25 00:00:00,2022-03-04 00:00:00,0000FF,R0264_Naru_PSDM_FWI,C-M-657-C-M-657_R15
Trim 2,Sísmica,,R0264_POLARIS_RUBA_ITD,2021-04-09 00:00:00,2021-05-25 00:00:00,0000FF,R0264_POLARIS_RUBA_ITD,C-M-477-C-M-477_R16
Trim 2,Sísmica,,R0264_PULSAR_OPAL_POS_STACK,2020-05-27 00:00:00,2020-08-14 00:00:00,0000FF,R0264_PULSAR_OPAL_POS_STACK,C-M-789-C-M-789_R15
Trim 2,Sísmica,,R0264_TRES_MARIAS_CONVERSAO_PT,2021-05-24 00:00:00,2021-06-23 00:00:00,0000FF,R0264_TRES_MARIAS_CONVERSAO_PT,TRÊS MARIAS-TRÊS MARIAS
Trim 2,Sísmica,,R0268_3D_ARAM_PSDM,2021-05-24 00:00:00,2023-01-16 00:00:00,0000FF,R0268_3D_ARAM_PSDM,ARAM-Aram_P6
Trim 2,Sísmica,,R0268_PSDM_ARAM_CENTRAL_LSM,2021-05-24 00:00:00,2021-08-11 00:00:00,0000FF,R0268_PSDM_ARAM_CENTRAL_LSM,ARAM-Aram_P6
Trim 2,Sísmica,,R0302_BUZIOS_RASO_CENTRAL,2020-05-19 00:00:00,2020-12-03 00:00:00,0000FF,R0302_BUZIOS_RASO_CENTRAL,BÚZIOS_ECO-BÚZIOS_ECO
Trim 2,Sísmica,,R0302_BUZIOS_RASO_CENTRAL,2020-05-19 00:00:00,2020-12-03 00:00:00,0000FF,R0302_BUZIOS_RASO_CENTRAL,BÚZIOS-CESSÃO ONEROSA
Trim 2,Sísmica,,R0326_OLHODEBOI_RTM_ITER_INTEG,2020-06-23 00:00:00,2021-03-03 00:00:00,0000FF,R0326_OLHODEBOI_RTM_ITER_INTEG,C-M-277-C-M-277_R14
Trim 2,Sísmica,,R0326_OLHODEBOI_RTM_ITER_INTEG,2020-06-23 00:00:00,2021-03-03 00:00:00,0000FF,R0326_OLHODEBOI_RTM_ITER_INTEG,C-M-344-C-M-344_R14
Trim 2,Sísmica,,R0326_OLHODEBOI_RTM_ITER_INTEG,2020-06-23 00:00:00,2021-03-03 00:00:00,0000FF,R0326_OLHODEBOI_RTM_ITER_INTEG,C-M-346-C-M-346_R14
Trim 2,Sísmica,,R0326_OLHODEBOI_RTM_ITER_INTEG,2020-06-23 00:00:00,2021-03-03 00:00:00,0000FF,R0326_OLHODEBOI_RTM_ITER_INTEG,C-M-411-C-M-411_R14
Trim 2,Sísmica,,R0326_OLHODEBOI_RTM_ITER_INTEG,2020-06-23 00:00:00,2021-03-03 00:00:00,0000FF,R0326_OLHODEBOI_RTM_ITER_INTEG,C-M-413-C-M-413_R14
Trim 2,Sísmica,,R0326_RUBA_BIAZIMUTE,2021-06-01 00:00:00,2023-07-06 00:00:00,0000FF,R0326_RUBA_BIAZIMUTE,C-M-477-C-M-477_R16
Trim 2,Sísmica,,R0326_RUBA_BIAZIMUTE_ITD_INTG,2023-04-06 00:00:00,2023-05-15 00:00:00,0000FF,R0326_RUBA_BIAZIMUTE_ITD_INTG,C-M-477-C-M-477_R16
Trim 2,Sísmica,,R0327_4D_ALBACORA_PSDM_2002_2022,2020-06-01 00:00:00,2023-12-12 00:00:00,0000FF,R0327_4D_ALBACORA_PSDM_2002_2022,ALBACORA-ALBACORA
Trim 2,Sísmica,,R0327_4D_MARLIM_VOADOR_BRAVA,2022-05-30 00:00:00,2023-11-01 00:00:00,0000FF,R0327_4D_MARLIM_VOADOR_BRAVA,MARLIM-MARLIM
Trim 2,Sísmica,,R0327_4D_MARLIM_VOADOR_BRAVA,2022-05-30 00:00:00,2023-11-01 00:00:00,0000FF,R0327_4D_MARLIM_VOADOR_BRAVA,VOADOR-VOADOR
Trim 2,Sísmica,,R0327_ALBACORA_MARLIM_VOADOR,2021-06-17 00:00:00,2022-12-26 00:00:00,0000FF,R0327_ALBACORA_MARLIM_VOADOR,ALBACORA-ALBACORA
Trim 2,Sísmica,,R0327_ALBACORA_MARLIM_VOADOR,2021-06-17 00:00:00,2022-12-26 00:00:00,0000FF,R0327_ALBACORA_MARLIM_VOADOR,MARLIM-MARLIM
Trim 2,Sísmica,,R0327_ALBACORA_MARLIM_VOADOR,2021-06-17 00:00:00,2022-12-26 00:00:00,0000FF,R0327_ALBACORA_MARLIM_VOADOR,VOADOR-VOADOR
Trim 2,Sísmica,,R04.0306_MRL_MLL_OBC_PS_PSDM,2020-06-22 00:00:00,2022-12-09 00:00:00,0000FF,R04.0306_MRL_MLL_OBC_PS_PSDM,MARLIM LESTE-MARLIM LESTE
Trim 2,Sísmica,,R04.0306_MRL_MLL_OBC_PS_PSDM,2020-06-22 00:00:00,2022-12-09 00:00:00,0000FF,R04.0306_MRL_MLL_OBC_PS_PSDM,MARLIM-MARLIM
Trim 2,Sísmica,,TAID-AG - Búzios Nodes,2021-05-06 00:00:00,2025-12-31 00:00:00,0000FF,TAID-AG - Búzios Nodes,BÚZIOS_ECO-BÚZIOS_ECO
Trim 2,Sísmica,,TAID-AG - Búzios Nodes,2021-05-06 00:00:00,2025-12-31 00:00:00,0000FF,TAID-AG - Búzios Nodes,BÚZIOS-CESSÃO ONEROSA
Trim 2,Sísmica,,TAID-AG - Foz do Amazonas Streamer,2021-05-21 00:00:00,2025-12-25 00:00:00,0000FF,TAID-AG - Foz do Amazonas Streamer,FZA-M-125-FZA-M-125_R11
Trim 2,Sísmica,,TAID-AG - Foz do Amazonas Streamer,2021-05-21 00:00:00,2025-12-25 00:00:00,0000FF,TAID-AG - Foz do Amazonas Streamer,FZA-M-127-FZA-M-127_R11
Trim 2,Sísmica,,TAID-AG - Foz do Amazonas Streamer,2021-05-21 00:00:00,2025-12-25 00:00:00,0000FF,TAID-AG - Foz do Amazonas Streamer,FZA-M-57-FZA-M-57_R11
Trim 2,Sísmica,,TAID-AG - Foz do Amazonas Streamer,2021-05-21 00:00:00,2025-12-25 00:00:00,0000FF,TAID-AG - Foz do Amazonas Streamer,FZA-M-59-FZA-M-59_R11
Trim 2,Sísmica,,TAID-AG - Foz do Amazonas Streamer,2021-05-21 00:00:00,2025-12-25 00:00:00,0000FF,TAID-AG - Foz do Amazonas Streamer,FZA-M-86-FZA-M-86_R11
Trim 2,Sísmica,,TAID-AG - Foz do Amazonas Streamer,2021-05-21 00:00:00,2025-12-25 00:00:00,0000FF,TAID-AG - Foz do Amazonas Streamer,FZA-M-88-FZA-M-88_R11
Trim 2,Sísmica,,TAID-AG - Sépia Nodes,2021-06-16 00:00:00,2025-07-31 00:00:00,0000FF,TAID-AG - Sépia Nodes,SÉPIA_ECO-SÉPIA_ECO
Trim 2,Sísmica,,TAID-AG - Sépia Nodes,2021-06-16 00:00:00,2025-07-31 00:00:00,0000FF,TAID-AG - Sépia Nodes,SÉPIA-CESSÃO ONEROSA
Trim 2,Sísmica,,Teste Imageamento PS para OBN Buzios,2021-06-07 00:00:00,2024-07-31 00:00:00,0000FF,Teste Imageamento PS para OBN Buzios,BÚZIOS_ECO-BÚZIOS_ECO
Trim 2,Sísmica,,Teste Imageamento PS para OBN Buzios,2021-06-07 00:00:00,2024-07-31 00:00:00,0000FF,Teste Imageamento PS para OBN Buzios,BÚZIOS-CESSÃO ONEROSA
Trim 2,Sísmica,,VOLUME MULTIPARAMÉTRICO - UCHUVA,2023-06-12 00:00:00,2023-12-18 00:00:00,0000FF,VOLUME MULTIPARAMÉTRICO - UCHUVA,TAYRONA-TAYRONA
Trim 3,Governança,,COMEXP,2024-07-25 00:00:00,,666666,Governança,ARAM-Aram_P6
Trim 3,Governança,,COMEXP,2024-08-14 00:00:00,,666666,Governança,ÁGUA-MARINHA-ÁGUA-MARINHA_OPP1
Trim 3,Governança,,GRLOC,2024-07-04 00:00:00,,666666,Governança,ÁGUA-MARINHA-ÁGUA-MARINHA_OPP1
Trim 3,Governança,,GRLOC,2024-07-10 00:00:00,,666666,Governança,ARAM-Aram_P6
Trim 3,Licenciamento Ambiental,, Arquivamento/Indeferimento de Processo,2024-08-28 00:00:00,,666666,PERFURAÇÃO FZA-4,FZA-M-217-BM-FZA-4
Trim 3,Licenciamento Ambiental,, Arquivamento/Indeferimento de Processo,2024-08-28 00:00:00,,666666,PERFURAÇÃO FZA-4,FZA-M-252-BM-FZA-4
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2023-09-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-663-BM-POT-16
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2023-09-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-665-BM-POT-17
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2023-09-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-760-BM-POT-16
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2023-09-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-853-BM-POT-17
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2023-09-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-855-BM-POT-17
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-07-14 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-125-FZA-M-125_R11
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-07-14 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-127-FZA-M-127_R11
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-07-14 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-57-FZA-M-57_R11
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-07-14 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-86-FZA-M-86_R11
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-07-14 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-88-FZA-M-88_R11
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-07-23 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,1-DEV-14A-MAS-BM-BAR-3
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-07-23 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BAR-M-175-BM-BAR-5
Trim 3,Licenciamento Ambiental,, Avaliação Pré Operacional (APO),2027-07-23 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BM-BAR-3-BM-BAR-3
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2011-09-30 00:00:00,,666666,_PERFURAÇÃO BM-BAR-1,1-MAS-36-BM-BAR-1
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2011-09-30 00:00:00,,666666,_PERFURAÇÃO BM-BAR-1,BM-BAR-1-BM-BAR-1
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2027-07-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-125-FZA-M-125_R11
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2027-07-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-127-FZA-M-127_R11
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2027-07-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-57-FZA-M-57_R11
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2027-07-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-86-FZA-M-86_R11
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2027-07-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-88-FZA-M-88_R11
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2027-08-13 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,1-DEV-14A-MAS-BM-BAR-3
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2027-08-13 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BAR-M-175-BM-BAR-5
Trim 3,Licenciamento Ambiental,, Emissão da 1ª LO,2027-08-13 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BM-BAR-3-BM-BAR-3
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2019-07-17 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,1-DEV-14A-MAS-BM-BAR-3
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2019-07-17 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BAR-M-175-BM-BAR-5
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2019-07-17 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BM-BAR-3-BM-BAR-3
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2020-09-01 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-125-FZA-M-125_R11
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2020-09-01 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-127-FZA-M-127_R11
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2020-09-01 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-57-FZA-M-57_R11
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2020-09-01 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-86-FZA-M-86_R11
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2020-09-01 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-88-FZA-M-88_R11
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2022-08-01 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,1-PAS-27-BM-PAMA-3
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2022-08-01 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,BM-PAMA-3-BM-PAMA-3
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2022-08-01 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,PAMA-M-192-BM-PAMA-8
Trim 3,Licenciamento Ambiental,, Protocolo de abertura do processo,2022-08-01 00:00:00,,666666,PERFURAÇÃO BM-PAMA-3 e BM-PAMA-8,PAMA-M-194-BM-PAMA-8
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2019-09-16 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,1-DEV-14A-MAS-BM-BAR-3
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2019-09-16 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BAR-M-175-BM-BAR-5
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2019-09-16 00:00:00,,666666,PERFURAÇÃO BM-BAR-3 E BM-BAR-5,BM-BAR-3-BM-BAR-3
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2021-08-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-125-FZA-M-125_R11
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2021-08-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-127-FZA-M-127_R11
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2021-08-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-57-FZA-M-57_R11
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2021-08-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-86-FZA-M-86_R11
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2021-08-30 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-88-FZA-M-88_R11
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2024-09-27 00:00:00,,666666,PERFURAÇÃO BM-BAR-1 2022,1-MAS-36-BM-BAR-1
Trim 3,Licenciamento Ambiental,, Protocolo de Estudo Ambiental,2024-09-27 00:00:00,,666666,PERFURAÇÃO BM-BAR-1 2022,BM-BAR-1-BM-BAR-1
Trim 3,Licenciamento Ambiental,, Publicação do edital de convocações das APs/RPs,2026-08-03 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-125-FZA-M-125_R11
Trim 3,Licenciamento Ambiental,, Publicação do edital de convocações das APs/RPs,2026-08-03 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-127-FZA-M-127_R11
Trim 3,Licenciamento Ambiental,, Publicação do edital de convocações das APs/RPs,2026-08-03 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-57-FZA-M-57_R11
Trim 3,Licenciamento Ambiental,, Publicação do edital de convocações das APs/RPs,2026-08-03 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-86-FZA-M-86_R11
Trim 3,Licenciamento Ambiental,, Publicação do edital de convocações das APs/RPs,2026-08-03 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-88-FZA-M-88_R11
Trim 3,Licenciamento Ambiental,, Emissão do Termo de Referência,2008-08-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-663-BM-POT-16
Trim 3,Licenciamento Ambiental,, Emissão do Termo de Referência,2008-08-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-665-BM-POT-17
Trim 3,Licenciamento Ambiental,, Emissão do Termo de Referência,2008-08-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-760-BM-POT-16
Trim 3,Licenciamento Ambiental,, Emissão do Termo de Referência,2008-08-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-853-BM-POT-17
Trim 3,Licenciamento Ambiental,, Emissão do Termo de Referência,2008-08-18 00:00:00,,666666,PERFURAÇÃO BM-POT-16 e 17,POT-M-855-BM-POT-17
Trim 3,Licenciamento Ambiental,, Emissão do Termo de Referência,2014-08-22 00:00:00,,666666,PERFURAÇÃO FZA-M-59,FZA-M-59-FZA-M-59_R11
Trim 3,Licenciamento Ambiental,, Emissão do Termo de Referência,2022-07-29 00:00:00,,666666,PERFURAÇÃO BM-BAR-1 2022,1-MAS-36-BM-BAR-1
Trim 3,Licenciamento Ambiental,, Emissão do Termo de Referência,2022-07-29 00:00:00,,666666,PERFURAÇÃO BM-BAR-1 2022,BM-BAR-1-BM-BAR-1
Trim 3,Licenciamento Ambiental,, Realização das APs/RPs,2026-08-17 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-125-FZA-M-125_R11
Trim 3,Licenciamento Ambiental,, Realização das APs/RPs,2026-08-17 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-127-FZA-M-127_R11
Trim 3,Licenciamento Ambiental,, Realização das APs/RPs,2026-08-17 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-57-FZA-M-57_R11
Trim 3,Licenciamento Ambiental,, Realização das APs/RPs,2026-08-17 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-86-FZA-M-86_R11
Trim 3,Licenciamento Ambiental,, Realização das APs/RPs,2026-08-17 00:00:00,,666666,PERFURAÇÃO FZA-M-57_86_88_125_127,FZA-M-88-FZA-M-88_R11
Trim 3,Parceria,,OCM,2024-08-07 00:00:00,,666666,Parceria,ARAM-Aram_P6
Trim 3,Parceria,,OCM,2024-08-26 00:00:00,,666666,Parceria,ALTO DE CABO FRIO CENTRAL-Alto de Cabo Frio Central_P3
Trim 3,Parceria,,TCM,2024-08-20 00:00:00,,666666,Parceria,ÁGUA-MARINHA-ÁGUA-MARINHA_OPP1
Trim 3,Parceria,,TCM,2024-09-06 00:00:00,,666666,Parceria,ALTO DE CABO FRIO CENTRAL-Alto de Cabo Frio Central_P3
Trim 3,Parceria,,TCM,2024-09-24 00:00:00,,666666,Parceria,ÁGUA-MARINHA-ÁGUA-MARINHA_OPP1
Trim 3,Parceria,,WS,2024-07-31 00:00:00,,666666,Parceria,SUDOESTE DE TARTARUGA VERDE-Tartaruga Verde_P5
Trim 3,Parceria,,WS,2024-09-26 00:00:00,,666666,Parceria,ALTO DE CABO FRIO CENTRAL-Alto de Cabo Frio Central_P3
Trim 3,Poços,ACFC-01,Avaliação,2025-07-14 00:00:00,2025-08-26 00:00:00,FF0000,ACFC-01,ALTO DE CABO FRIO CENTRAL-Alto de Cabo Frio Central_P3
Trim 3,Poços,ACFC-08,Avaliação,2026-08-06 00:00:00,2026-09-19 00:00:00,FF0000,ACFC-08,ALTO DE CABO FRIO CENTRAL-Alto de Cabo Frio Central_P3
Trim 3,Poços,ANDORINHA EXTENSÃO,Perfuração,2026-09-20 00:00:00,2027-01-28 00:00:00,FF0000,ANDORINHA EXTENSÃO,ÁGUA-MARINHA-ÁGUA-MARINHA_OPP1
Trim 3,Poços,BUZ N2,Perfuração,2025-08-09 00:00:00,2025-10-23 00:00:00,FF0000,BUZ N2,BÚZIOS_ECO-BÚZIOS_ECO
Trim 3,Poços,CURAÇAO,Avaliação,2022-07-19 00:00:00,2022-10-17 00:00:00,FF0000,CURAÇAO,ARAM-Aram_P6
Trim 3,Poços,CURAÇAO,Perfuração,2021-08-16 00:00:00,2022-01-08 00:00:00,FF0000,CURAÇAO,ARAM-Aram_P6
Trim 3,Poços,CURAÇAO CENTRO,Avaliação,2025-07-13 00:00:00,2025-09-06 00:00:00,FF0000,CURAÇAO CENTRO,1-SPS-108-Aram_P6
Trim 3,Poços,CURAÇAO EXTREMO NORTE,Avaliação,2025-09-02 00:00:00,2025-10-27 00:00:00,FF0000,CURAÇAO EXTREMO NORTE,1-SPS-108-Aram_P6
Trim 3,Poços,CURAÇAO SUDESTE,Avaliação,2023-07-26 00:00:00,2023-10-08 00:00:00,FF0000,CURAÇAO SUDESTE,1-SPS-108-Aram_P6
Trim 3,Poços,EXTENSÃO W SAGITARIO,Perfuração,2023-07-04 00:00:00,2023-11-16 00:00:00,FF0000,EXTENSÃO W SAGITARIO,1-SPS-98-BM-S-50
Trim 3,Poços,FUJI,Perfuração,2024-07-09 00:00:00,2024-09-24 00:00:00,FF0000,FUJI,ES-M-673-ES-M-673_R11
Trim 3,Poços,GUAJURU OESTE,Perfuração,2028-09-11 00:00:00,2029-02-03 00:00:00,FF0000,GUAJURU OESTE,1-DEV-14A-MAS-BM-BAR-3
Trim 3,Poços,KORUBO,Perfuração,2029-08-31 00:00:00,2030-01-01 00:00:00,FF0000,KORUBO,P-M-1520-P-M-1520_OP4
Trim 3,Poços,LOC ANDORINHA_MAJUÍ,Avaliação,2025-07-10 00:00:00,2025-09-04 00:00:00,FF0000,LOC ANDORINHA_MAJUÍ,ÁGUA-MARINHA-ÁGUA-MARINHA_OPP1
